Recipient,"FakeColumn","Official Donors, Total","DAC Countries, Total","Non-DAC Countries, Total","Multilateral Agencies, Total","Private Donors, Total","Australia","Austria","Belgium","Canada","Czech Republic","Denmark","Finland","France","Germany","Greece","Hungary","Iceland","Ireland","Italy","Japan","Korea","Luxembourg","Netherlands","New Zealand","Norway","Poland","Portugal","Slovak Republic","Slovenia","Spain","Sweden","Switzerland","United Kingdom","United States","EU Institutions","Azerbaijan","Bulgaria","Croatia","Cyprus","Estonia","Israel","Kazakhstan","Kuwait","Latvia","Liechtenstein","Lithuania","Malta","Qatar","Romania","Russia","Saudi Arabia","Chinese Taipei","Thailand","Timor-Leste","Turkey","United Arab Emirates","Other donor countries","International Monetary Fund, Total","IMF (Concessional Trust Funds)","Regional Development Banks, Total","African Development Bank, Total","African Development Bank [AfDB]","African Development Fund [AfDF]","Asian Development Bank, Total","Asian Development Bank [AsDB]","Inter-American Development Bank, Total","Inter-American Development Bank [IDB]","Asian Infrastructure Investment Bank [AIIB]","Caribbean Development Bank [CarDB]","Council of Europe Development Bank [CEB]","European Bank for Reconstruction and Development [EBRD]","Islamic Development Bank [IsDB]","United Nations, Total","Food and Agriculture Organisation [FAO]","International Atomic Energy Agency [IAEA]","IFAD","International Labour Organisation [ILO]","UNAIDS","UNDP","UNECE","UNEP","UNFPA","UNHCR","UNICEF","UN Institute for Disarmament Research [UNIDIR]","UN Peacebuilding Fund [UNPBF]","UNRWA","UNTA","WFP","World Health Organisation [WHO]","World Tourism Organisation [UNWTO]","World Bank Group, Total","World Bank, Total","International Bank for Reconstruction and Development [IBRD]","International Development Association [IDA]","International Finance Corporation [IFC]","Other Multilateral, Total","Adaptation Fund","Arab Bank for Economic Development in Africa [BADEA]","Arab Fund (AFESD)","Center of Excellence in Finance [CEF]","Central Emergency Response Fund [CERF]","Climate Investment Funds [CIF]","Global Alliance for Vaccines and Immunization [GAVI]","Global Environment Facility [GEF]","Global Fund","Global Green Growth Institute [GGGI]","Green Climate Fund [GCF]","Montreal Protocol","Nordic Development Fund [NDF]","OPEC Fund for International Development [OPEC Fund]","OSCE","Other Multilaterals","Arcadia Fund","Arcus Foundation","BBVA Microfinance Foundation","Bernard van Leer Foundation","Bill & Melinda Gates Foundation","Carnegie Corporation of New York","Charity Projects Ltd (Comic Relief)","Children's Investment Fund Foundation","Citi Foundation","Conrad N. Hilton Foundation","David & Lucile Packard Foundation","Ford Foundation","Gatsby Charitable Foundation","Gordon and Betty Moore Foundation","Grameen Crédit Agricole Foundation","H&M Foundation","IKEA Foundation","Jacobs Foundation","John D. & Catherine T. MacArthur Foundation","La Caixa Banking Foundation","Laudes Foundation","LEGO Foundation","Margaret A. Cargill Foundation","MasterCard Foundation","MAVA Foundation","McKnight Foundation","MetLife Foundation","Michael & Susan Dell Foundation","Oak Foundation","Omidyar Network Fund, Inc.","Rockefeller Foundation","Wellcome Trust","William & Flora Hewlett Foundation","World Diabetes Foundation","Dutch Postcode Lottery","Norwegian Postcode Lottery","People's Postcode Lottery","Swedish Postcode Lottery","G7 Countries, Total","DAC-EU Countries, Total","United Postcode Lotteries, Total"
"Sri Lanka",,"-247.37","125.68","-437.12","64.07","1.48","16.81","6.13","0.83","1.79","0.12","0.06","0.4","5.49","-0.82",,"0.51",,"0.12","2.66","8.31","22.42","0.22","0.21","1.23","6.8",,"0.03",,,"-1.32","2.04","3.41","11.26","36.97","27.34",,,,,,"0.07",,"-451.57",,,"0","0",,"0.01",,,,"0.19",,"0.34","0.55",,,,"-36.49",,,,"-36.56","-36.56",,,"0.07",,,,,"11.95","0.28","0.62","0.05","1.85",,"0.35",,,"0.63","1.81","0.94",,"4.33",,,"0.04","1.04",,"22.16","22.16",,"22.16",,"39.11",,,,,,,"0.31","2.17","11.27",,"8.29",,"-0.67","17.73",,,,,,,"0.19",,,,,,,"0.96",,,,"0.33",,,,,,,,,,,,,,,,,,,,,,,"65.67","27.94",
"States Ex-Yugoslavia unspecified",,"5.62","3.12","0.06","2.44",,"0.08","1.45",,,"0.01",,"0.09",,,,,,,"0.33",,,,,,"0.8",,"0.02",,"0.34",,,,,,"1.42",,,"0.04",,,"0.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.96",,,,"0.96",,,,,,,,,,,,,,,,,,,,"0.07",,,,"0.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.33","2.24",
"Sudan",,"967.49","560.6","80.39","326.5","0.93","3.61","0.25","0.02","12.29","0.05","3.09",,"4.82","60.77","0.01","0.09",,"6.58","10.97","29.65","4.61","0.17","13.59",,"13.29","0.02","0.23","0",,"0.98","38.48","10.63","119.31","227.09","166.65",,,,,,,,,,,,,,"0.08",,,,"0.04",,"25.1","43.29",,,,"12.53","12.53",,"12.53",,,,,,,,,,"27.9","0.09","0.41","5.5","0.43","0.07","1.94",,,"3.47",,"11.72",,"0",,,"1.62","2.65",,,,,,,"119.42",,,"1.48",,"20",,"49.71","3.78","44.2",,"0.27",,,"-0.02",,,,,,,"0.11",,"0.08",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.74",,,,"464.9","259.43","0.74"
"Suriname",,"14.18","4.11","0.07","10",,"0.05",,"1.12","0.59",,,,"-2.89","0.05",,,,,,"1.97",,,"3.12","0.05",,,,,,,,,"0.05",,"4.91",,,,,,"0.03",,,,,,,,,"0.02",,,"0.01",,"0",,,,,"1.78",,,,,,"2.04","2.04",,"0.09",,,"-0.35","0.58","0.05",,,"0.24","0","0.05",,,,,,,,,,,"0.24",,,,,,,"2.73",,,,,,,,"1.12","1.61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-0.23","1.46",
"Syrian Arab Republic",,"9997","2505.57","6840.16","651.27","11.23","16.12","8.2","13.7","109.14","2.09","60.23","10.32","73.91","768.77","0.01","8.18","1.43","8.49","19.21","57.7","15.12","4.49","48.69","2.42","123.24","3.64","6.39","0.54","0.05","35.97","73.74","31.35","307.91","694.53","569.81",,"0.17",,,"0.58","45.23",,,,,"0.05","0.12",,"0.87","2.37",,,,,"6698.51","59.74",,,,,,,,,,,,,,,,,"81.05","6.35","0.22","-1.38","0.23",,"0.4",,,"2.12","7.97","4.79",,,"46.73",,"11.26","2.35",,,,,,,"0.41",,,,,,,,,"-0.23",,,,,"0.65",,,,"0.05",,,"3.62","0.5",,,,,,,,,,"0.1",,,"2.25","0.84",,"3.79",,,,,,,,,,,,"0.07",,,,,"2031.17","1454.51",
"Tajikistan",,"403.57","140.73","38.4","224.44","2.72","0.1","0.15",,"0.04","0.06",,"1.36","0.19","32.67","0",,,,,"37.89","0.38","0.02","0.02",,"1.12","0.27",,,,"0.04","0.31","23.89","6.84","35.38","43.5",,,,,"0.01","0.12","3.84","16.09","0.02",,,,,,"11.67",,,"0.02",,"1.17","0.5",,,,"62.07",,,,"57.69","57.69",,,,,,,"4.38","17.69","0.03","1","7.57","0.4","0.11","1.68",,,"0.77","1.16","3.28",,"0.33",,,"0.26","1.11",,"75.86","75.86",,"75.86",,"25.32",,,,,,"7.26","3.48","1.25","5.76",,"0.15",,,"0.01","7.42",,,,,,"0",,,,,,,,,,"2.72",,,,,,,,,,,,,,,,,,,,,,,,"113.01","41.92",
"Tanzania",,"2455","1501.8","34.72","918.48","110.49","3.14","1.12","12.23","63.77","0.02","54.32","14.68","26.39","39.98",,"0.06","0.06","28.41","12.05","75.44","72.54","0.27","0.11","0.71","48.84","28.07","0.04","0.06",,"0.83","125.34","31.84","202.8","658.67","157.63",,,,,,"0.69",,"27.42",,,"0","0",,"0.04","1.37",,,"0.11",,"1.05","-2.22",,"-114.99","-114.99","143.22","143.22",,"143.22",,,,,,,,,,"50.37","0.63","1.1","0.8","0.57","0.35","6.17",,,"3.08","10.14","20.71",,"0.79",,,"3.24","2.8",,"508.24","508.24",,"508.24",,"174",,,,,"10","2.25","48.2","1.83","98.77",,,,"-0.77","13.72",,,,"0.35",,,"67.38",,"4","2.33","0.08","2.42","0.07","1.08","7.01",,,,,,"0.19",,,"0.83",,"16.45",,"0.73",,,"2","0.7","3.78","0.51","0.59",,,,,,"1079.11","546.78",
"Thailand",,"-419.35","-458","1.84","36.81","5.69","2.37","1.31","0.07","0.02","0.03",,"0.1","20.03","-2.13",,"0.07",,"0.33","0.42","-540.52","4.16","0.05","0.03",,"0.59","0.02","0.1",,,"0.12","2.15","0.8","11.88","40.02","10.3",,,,,,"0.44",,,,,"0",,,"0.02",,,,,,"0.09","0.19",,,,"0.15",,,,"0.15","0.15",,,,,,,,"11.03","0.24","0.32",,"0.37","0.13","0.43",,,"0.69","4.41","1.13",,,,,,"3.31",,,,,,,"15.34",,,,,,,,"3.5","10.85","0.47","0.52",,,,,,,"0.04",,,"0.79",,,,"0.4",,,,,,,,,,,,,,,,,,,,"1.07",,"0.17","3.22",,,,,,,"-470.28","34.57",
"Timor-Leste",,"207.65","157.84","0.18","49.63","1.55","59.2",,,"0.01",,,,"0.24","6.43",,,,,"0.41","31.56","7.02",,"0.19","13.1","0.25","0.02","15.95",,,,"0.43",,"0.42","22.63","14.86",,,,,,"0.01",,,,,,,,,,,,"0.17",,,,,,,"15.33",,,,"15.33","15.33",,,,,,,,"5.74","0.53",,,"0.23",,"0.54",,,"1.16",,"1.18",,,,,"0.87","1.22",,"2.86","2.86",,"2.86",,"10.84",,,,,,,"0.13","4.75","5.8",,"0.15",,,,,,,,,,"0",,,,,,,,,,,"0.58",,,,,,,"0.97",,,,,,,,,,,,,,,,"61.69","24.08",
"Togo",,"336.68","100.04","15.88","220.75","3.1","0.09","0.09","0.74","1.82",,,"0.04","29.8","30.43",,,"0.02",,"1.17","27.12","0.04","0.87",,,"0.27",,"0.02",,,"0.55","1.42","1.6",,"3.95","45.18",,,,,,"0.94",,"12.78",,,,"0",,"0.01",,,,"0.04",,,"0.72",,"46.13","46.13","18.62","20.81","0.06","20.75",,,,,,,,,"-2.19","15.5","0.71","0.22","0.68","0.42","0.02","4.83",,,"1.49","0.98","5.16",,,,,,"0.98",,"69.71","69.71",,"69.71",,"25.61",,,,,,,"6","0.49","17.09",,"0.1",,,"1.92",,,,"0.01",,,"1.55",,"0.12",,,,,,,,"0.36",,,,,,,,,"0.2",,,,,,,,,"0.7","0.16",,,,,"94.29","65.12",
"Tokelau",,"27.21","27.12",,"0.09",,"0.24",,,,,,,,"0.01",,,,,,"0",,,,"26.87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.09","0.06",,,,,"0.01",,,,,,,,,,,"0.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.01","0.01",
"Tonga",,"97.45","63.72","0.13","33.59",,"25.75",,,,,,,,"0.04",,,,,,"13.54","0.16",,,"22.56",,,,,,,,,"0.08","1.6","5.06",,,,,,,,,,,,,,,,,,"0.13",,,,,,,"7.28",,,,"7.28","7.28",,,,,,,,"1.12","0.13",,"0.5","0.14",,"0.08",,,,,,,,,,,"0.27",,"15.96","15.96",,"15.96",,"4.17",,,,,,"3.92",,"0.1",,,"0.14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15.26","0.12",
"Trinidad and Tobago",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tunisia",,"806.78","428.84","101.1","276.83","0.63","0.03","2.28","0.97","2.96","0.03","0.18","0.31","9.53","217.48","0.23","2.24",,,"27.61","70.79","3.22","0.98","5.18",,"7.63","0.04","0.23",,,"-1.66","2.82","14.92","15.68","45.17","240.09",,,,,,"0.04",,"64.44",,,,,,"0.11",,,,"0.02",,"1.12","-0.24",,,,"0.31","0.74","0.74",,,,,,,,,,"-0.43","6.45","0.35","0.13","0.13","0.96","0.02","0.39",,,"0.44","2.24","1.09",,,,,,"0.7",,,,,,,"29.97",,,"30.74",,,,,"1.53","2.9",,"0.01",,"-0.29","-4.92",,,,"0.05",,,"0.02",,,,,,,"0.12",,,,,,,,,,,,,"0.45",,,,,,,,,,,,,,"389.21","284.12",
"Turkey",,"1189.8","712.25","9.71","467.84","1.41","0.15","33.75","8.58","-0.66","5.36","39.36","7.42","150.02","242.84","6.75","4.81","0.13","7.16","59.37","-64.79","-2.98","2.07","2.56","0.01","7.37","15.85","0.12",,"1.37","13.08","15.21","2.53","96.63","58.17","441.74",,"1.53","1.54",,"1.75","0.27",,,"0.93",,"1.37","0.3",,"7.83",,,,"0.02",,,"-2.42",,,,"7.67",,,,,,,,,,"8.26",,"-0.6","6.69","0.66",,"0.29","0.96",,"0.14",,,"1.09",,"2.25",,,,,,"1.29",,,,,,,"11.75",,,,"0.07",,"11.2",,"2.65",,,,,,"-2.17",,,,"0.03",,"1.05","-0.64",,,,"0.06",,,,,,,,,,,,,,,,"0.18",,"0.05",,,,,,,"0.69",,,,,"541.59","712.31",
"Turkmenistan",,"20.46","5.94","1.1","13.42",,,"0.16",,,,,"0.02","0.7","1.6",,"0.05",,,"0.07","-1.43","1.32",,,,,"0.05",,,,"0.01",,,"0.37","3.02","6.32",,,,,,"0.18",,,,,,,,"0.4","0.43",,,,,"0.75",,,,,"-0.75",,,,"0.18","0.18",,,,,,,"-0.94","2.3",,,,"0",,"0.17",,,"0.52",,"0.83",,,,,,"0.78",,,,,,,"5.56",,,,,,,,"2.57","1.81",,,,,"-0.6","1.77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.34","3.03",
"Turks and Caicos Islands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuvalu",,"27.37","12.2","0.02","15.15",,"6.43",,,,,,,"0.01",,,,,,"0.02","2.06","0.16",,,"3.48",,,,,,,,,"0.06",,"2.33",,,,,,"0.02",,,,,,,,,,,,"0",,,,,,,"0.79",,,,"0.79","0.79",,,,,,,,"0.12","0.04",,,"0.01",,"0.05",,,,,,,,,,,"0.03",,"10.52","10.52",,"10.52",,"1.4",,,,,,,,"1.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.14","0.08",
"Uganda",,"1945.47","1232.35","30.78","682.34","102.75","1.09","6.99","26.14","15.54","0.01","37.47","5.32","59.7","52.63","0.01","0.34","8.15","31.05","6.9","71.39","24.37","0.36","30.43","0.11","35.35","0.29","0.05","0.01","0.06","0.71","59.73","3.48","143.27","611.41","86.78",,,,,"0.11","0.62",,"21.72",,,,,,"0",,,,"0.08",,"0.29","3.24",,,,"110.64","106.96",,"106.96",,,,,,,,,"3.68","55.99","0.51","0.7","15.41","0.64","0.68","6.76",,,"2.84","3.25","19.67",,"0",,,"3.48","2.06",,"189.6","189.6",,"189.6",,"239.33",,,,,"23.09",,"39.65","4.58","166.11","1.03",,,"-0.78","5.66",,,,"0.3",,,"42.14",,"4.1","3.07","0.08","2.96","0.07","2.49",,,,"1.34",,,"1.05",,,"0.79",,"32.34",,"0.38",,,"3.08",,"2.09","0.82","1.52",,"0.74",,,"3.42","960.85","461.47","4.16"
"Ukraine",,"1223.17","777.24","20.43","425.49","1.5","0.09","19.04","3.64","32.21","3.62","18.6","5.55","16.38","234.24","0.38","5.7","0.08","0.17","13.33","5.29","0.65","0.92","6.57",,"22.55","67.23","0.06","1","1.15","23.86","36.06","30.42","37.59","190.86","356.53",,"0.14","0.04",,"3","11.22",,,"0.4",,"2.33","0",,"1.39",,,,"0.01",,"1.82","0.02",,,,,,,,,,,,,,,,,"7.05","0.1","0.46",,"1.08","0.14","0.41",,,"0.81",,"2.16",,,,,,"1.89",,,,,,,"61.92",,,,,"5.9","8.41",,"1.84","42.12",,,,,,"3.64",,,,,,,,,,,,,,,,,,,,,,,"0.12",,,,,,,,"1.38",,,,,,,,,"529.9","495.1",
"United Arab Emirates",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Uruguay",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Uzbekistan",,"1057.96","255.71","39.74","762.51","0","0.02","0.36","0.01","0","0.07",,,"3.74","15.46",,,,,"0.1","189.38","32.51","0.13",,,"0","-0.09","0","0","0","-0.76","0.01","3.14","2.99","8.63","27.79",,,,,"0.05","0.89",,"4.61","0.12",,"0.01",,,"0.02","2.29",,,"0.02",,"17.39",,,,,"46.14",,,,"47.92","47.92",,,,,,,"-1.78","13.54","0.48","0.7","5.41","0.7",,"1.05",,,"0.82",,"3.26",,,,,,"1.12",,"656.8","656.8",,"656.8",,"18.23",,,,,,,"7.63","2.03","7.76",,,,,"-1.61","2.44",,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"220.31","22.03",
"Vanuatu",,"130.93","82.78","0.3","47.86","0.37","42.94","0.22",,"0.54",,,,"4.74",,,,,,,"13.09","0.24",,,"17.08",,,,,,,"0.05","0.25","0.01","3.62","3.55",,,,,,,,,,,,,,,,,,"0.02",,,"0.27",,,,"7.1",,,,"7.1","7.1",,,,,,,,"0.9",,"0.05",,"0.04",,"0.04",,,,,,,,,,,"0.78",,"27.9","27.9",,"27.9",,"8.4",,,,,,"0.69",,"6.55",,"0.6","0.55",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.37",,,,,,,,,,,,,,,,"21.99","5.02",
"Venezuela",,"149.01","110.84","0.55","37.62","1.27","0.03","0.42","0.01","0.73","0.07",,,"8.75","8.83","0","0.01",,"0.05","0.9","0.74","0.07",,,"0.01","3.85","0.01","0.4",,,"63.68","3.04","2.37","1.73","15.14","18.77",,,"0.02",,,"0.26",,,,,"0","0",,"0",,,,,,"0.06","0.19",,,,"0.72",,,,,,"0.72","0.72",,,,,,"7.05",,"0.41",,"0.42","0.05","0.15",,,"0.6","2.5","1.96",,,,,,"0.96",,,,,,,"11.08",,,,,"9.2",,,"1.88",,,,,,,,,,,,,,,,,"0.38",,,"0.5",,,,,,,,,,,,,,,"0.4",,,,,,,,,,,,"36.82","87.92",
"Viet Nam",,"1644.75","777.98","61.37","805.39","14.3","48.66","3.9","29.81","14.32","0.06","8.26","9.37","7.31","130.69","0","2.6","0.06","10.73","2.47","203.75","142.98","4.4","0.22","7.2","4.47","2.84","0.03","0.04",,"-4.06","1.57","19.09","13.95","113.26","79.27",,,,,,"0.39",,"48.37",,,"0.01",,,"0.24","3.39",,,"1.05",,"0.11","0.51",,,,"182.29",,,,"182.29","182.29",,,,,,,,"24.32","0.64","0.44","10.09","2.66","0.18","2.05",,,"2.19",,"4.12",,,,,,"1.96",,"486.48","486.48",,"486.48",,"33.03",,,,,,"1.29","4.89","4.9","18.97","0.9","8.55",,"-0.82","-5.64",,,,"0.1",,,"8.43",,,,"0.22","0.25","0.07",,,,,"0.58",,,,,,,"0.08",,,"0.08","0.81",,"0.24",,,"3.45",,,,,,,"485.76","224.19",
"Wallis and Futuna",,"48.07","33.15",,"14.92",,"0.02",,,,,,,"33.11",,,,,,,,,,,"0.02",,,,,,,,,,,"14.92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"33.11","33.11",
"West Bank and Gaza Strip",,"2296.11","1080.94","446.48","768.68","0.57","27.85","5.55","25.08","32.11","0.42","19.68","8.27","78.84","212.26","0.2","0.36","1.05","6.81","34.79","48.33","5.07","9.12","24.73","0.2","78.28","1.46","0.12","0.1","0.95","30.44","61.57","31.76","65.89","269.65","290.57",,"0.08",,,"0.57","33.39",,,,,"0.08",,,"0.5","2",,,,,"25.37","240.39",,,,"-0.14",,,,,,,,,,,,"-0.14","458.39",,"0.31","-0.11","2.53",,"1.27",,,"1.18",,"5.14",,,"438.29",,"8.38","1.38",,,,,,,"19.86",,,"0.2",,"16.27",,,,,,,,,"3.4",,,,"0.05",,,"0.45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.07",,,,,"741.88","586.64",
"Yemen",,"7985.34","1353.54","6105.56","526.25","2.37","4.11","1.31","10.32","36.77","0.55","22.42","3.64","8.9","233.28",,"0","1.26","5.91","6.33","34.11","18.23","1.98","48.41","2.08","29.34","0.03","0.05","0","0.06","6.21","41.9","15.77","221.91","598.67","160.66",,"0.06",,"0.04","0.07",,,,,,"0.02","0.04",,"0.04","2",,,"0",,"3.25","2622.71",,"-27.09","-27.09","7.38",,,,,,,,,,,,"7.38","18.14","-0.01","0.01",,"0.99","0.01","1.4",,,"2.39",,"9.34",,"1.19",,,,"2.81",,"272.98","272.98",,"272.98",,"94.19",,,"14.45",,"49.91","-0.43","29.45","0.13","-0.05",,,,,"0.74",,,,,,,"0.79",,,,,"0.5",,"0.04",,,,"0.43",,,,,,,,,,,,,"0.6",,,,,,,,,,"1139.97","613.21",
"Zambia",,"1000.44","676.64","5.72","318.08","34.93","1.94","0.29","1.32","4.25","1.91","0.67","6.39","-7.98","39.61","0.01",,,"6.95","1.14","34.43","1.46","0.33",,"1.38","9.8","0.03",,,,"0.03","55.58","0.25","37.72","479.14","49.01",,,,,,"0.11",,,,,,"0",,"0.15",,,,"0.04",,"0.1",,,"-61.33","-61.33","19.11","19.11","1.66","17.45",,,,,,,,,,"31.79","0.77","0.44","8.66","1.04","0.33","1.91",,,"1.76","4.08","8.33",,,,,"2.84","1.63",,"132.06","132.06",,"132.06",,"147.44",,,,,"6.56","15.02","18.14","5.46","97.1",,"3.08",,"0.33","1.77",,,,"0.07",,,"13.99",,"0.87",,,"2.14",,"0.05",,,"1.77",,,,"1",,,,,"7.62","3.54",,,,"0.2",,"1.43","0.38","0.6",,"0.71",,,"0.58","588.3","143.99","1.28"
"Zimbabwe",,"794.51","469.62","-0.16","325.05","19.6","1.4","0.36","0.74","0.98","0.11","0","0.59","1.72","44.66","0.01",,"0.01","8.53","0.26","12.68","1.29",,"1.62","0.34","11.02","0.38","0.05",,,"0.31","42.53","12.31","125.2","202.53","65.39",,,,,,,,,,,,"0.01",,"0.07",,,,"0.04",,"0.05","0.55",,,,"11.66","11.66","0.08","11.59",,,,,,,,,,"21.64","0.34","0.27","-1.8","1.12","0.2","3.11",,,"1.77","3.25","7.37",,,,,"3.48","2.53",,,,,,,"226.36",,,,,"3.1",,"11.85","0.97","200.87",,"1.03",,,"8.54",,,,"0.05",,,"5.93",,"1.23","4.16",,,,"0.87",,,,,,,"1",,,,,,,,,,"4.58","0.32",,"0.35",,"0.41","0.71",,,,"388.03","227.07","0.71"
"Africa, regional",,"3240.83","2050.33","6.07","1184.43","173.55","7.32","6.39","5.85","418.01","0.01","35.3","23.6","84.69","588.48",,"10.08",,"3.49","26.39","48.31","9.82","8.53","45.73","0.78","60.03","0.39","3.79",,,"2.56","68.18","25.55","567.06",,"545.97",,,,"0.3","0.34",,,,"0.35",,"0.25","0.27",,,,,,,,"4.56",,,,,"399.36","399.36","2.85","396.51",,,,,,,,,,"181.73","77.14","9.07",,"8.96","0.07","44.94",,,,"2.05",,,,,,,"38.87","0.64","20.09","20.09",,"20.09",,"37.27",,,,,,,,"4","31.26",,,,"-0.32","2.33",,,,"3.8",,"0.03","130.04","1.45",,,"2.6",,"0.61","8.53",,,,,,,"0.55","0.07",,,,,"0.05",,,,"5.24","0.85","2.1","12.32","2.95",,"2.36",,,,"1732.94","1480.52","2.36"
"North of Sahara, regional",,"431.18","368.53","1.57","61.09","5.97",,"2.81",,"0.2",,"12.06","2.33","209.85","113.3",,,,,"1.46","0",,,"5.76",,"4.85",,"1.22",,,"1.34","3.61","1.79","7.68","0.25","60.86",,,,,,,,,,,,,,,,,,,,"1.57",,,,,,,,,,,,,,,,,,"0.23",,,,"0.05",,,,,,"0.18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.67",,,,"0.02","0.95",,,"0.83",,,"0.72",,,,,,,,,,,,,"2.67",,,,"0.1",,,,,,,,,,"332.74","361.43",
"South of Sahara, regional",,"3137.28","2027.01","16.38","1093.88","459.74","5.32","12.01","5.69","20.41","0.02","9.4","10.45","142.56","583.16",,,"0.03","0.33","21.5","2.07","5.09","2.09","257.87","1.91","101.03",,"1.78",,,"5.91","103.4","52.01","197.7","485.3","987.92",,,"0.12",,,"0.03",,,,,,,,"0.06",,,,,,"16.18",,,,,,,,,,,,,,,,,,"26.19",,,,"2.31","0.03",,,,"6.57","13.18","4.09",,,,,,,,"50.92","50.92",,"50.92",,"28.86","7.66",,,,,,,,"7.99",,,,"12.41","0.8",,,,"0.88",,,"266.75","8.22","5.77","20.73",,"9.09",,"2.75",,,"0.24",,,"0.15","0","6.17","0.31",,"0.5","78.63","3.66","1.98",,,"2.29","0.38","6.74","12.3","20.6",,"8.79",,"2","0.81","1452.68","1353.86","11.6"
"America, regional",,"717.74","395.64","17.09","305","20.09",,"0.53",,"128.51",,,,"0.86","98.66",,,,"0.07","0.85","10.92","4.69","0.01","2.17","0.12","1.75",,"1.03",,,"51.94","0.61","4.67","14.7","73.57","150.53",,,,,,,,,,,"0.01",,,,"0.06",,,,,"17.02",,,,,"58.95",,,,,,"58.95","58.95",,,,,,"77.65","38.46",,,"9.76","0.03","1.3",,,,,"2.17",,,,,,"25.62","0.31",,,,,,"17.86",,,,,,,,"4.53","13.33",,,,,,,,,"0.27",,"0.57","0.37",,,,"3.13",,"4.6","2.52",,"0.65",,,,,"0.03",,,,,,,,,,"1.86","2.45","0.48","0.01","3.15",,,,,,"328.06","171.43",
"Caribbean & Central America, regional",,"352.69","327.9","1.78","23","7.39",,"0.49","1.18","3.11",,"1.13","0.14","0.56","71.39",,,,"0.4","2.44",,,"2.13","6.25",,"1.46",,"0.01",,,"5.53","6","6","32.94","186.72","16.38",,,,,,,,,,,,,,"0.08",,,,,,"1.3","0.41",,,,,,,,,,,,,,,,,"6.62",,,,"1.47",,,,,"3.62","1.1",,,,,,,"0.43",,,,,,,,,,,,,,,,,,,,,,,,,"0.42",,,"1.59",,,,,"0.4","0.6","1.07",,,,,,,"0.02","2.47",,,"0.56",,,,,,"0.27",,,,,,,,,,"297.16","130.61",
"South America, regional",,"373.36","299.99","1.08","72.29","48.2","0.21","0.36","0.66","14.05",,,"0.37","43.81","114.79",,,,"0.09","2.03",,,"0.28","0.33","0.31","4.15",,"0.05",,,"0.62","5.78","6.59","98.33","7.19","48.89",,,,,,"0.1",,,,,,,,,,,,,,"0.98",,,,,,,,,,,,,,,,,,"14.95","3.73","7.83",,"0.06",,,,,,"3.34",,,,,,,,,,,,,,"8.45",,,,,"6.2","0.45",,,"1.06",,,,,"0.74",,,,"0.06",,,"3.8",,"0.07",,,,"0.08","1.94",,"31.77",,,,,"0.71","3.29",,,,,,"0.92","0.14",,,,,"0.25",,,"5.19",,,,"280.2","267.5","5.19"
